,GRID,Pub_count,renewed,ADMINISTERING_IC,TOTAL_COST,GR_Total_year
5695,R01AI084315,3,1,AI,110484,2
5698,R01AI084898,1,1,AI,700040,2
5700,R01AI084903,1,1,AI,508923,2
5701,R01AI084905,1,1,AI,415000,2
5702,R01AI084913,8,1,AI,377500,2
5710,R01AI084918,4,1,AI,352424,2
5715,R01AI085062,1,1,AI,387500,2
5716,R01AI085072,7,1,AI,272400,2
5724,R01AI085073,1,1,AI,320865,2
5725,R01AI085077,1,1,AI,451582,2
5726,R01AI085079,2,1,AI,266185,2
5728,R01AI085089,5,1,AI,614617,2
5733,R01AI085090,4,1,AI,396000,2
5737,R01AI085160,2,1,AI,389011,2
5744,R01AI085524,5,1,AI,1093892,2
5749,R01AI085567,2,1,AI,434479,2
5751,R01AI085570,1,1,AI,365674,2
5752,R01AI085596,1,1,AI,392205,2
5753,R01AI085607,2,1,AI,377561,2
5755,R01AI085669,1,1,AI,517805,2
5756,R01AI085798,3,1,AI,413750,2
5760,R01AI085973,1,1,AI,422500,2
5764,R01AI087181,11,1,AI,560996,2
5775,R01AI087202,3,1,AI,383000,2
5778,R01AI087390,2,1,AI,415000,2
5780,R01AI087409,11,1,AI,927881,2
5793,R01AI087452,1,1,AI,494500,2
5794,R01AI087508,2,1,AI,376250,2
5796,R01AI087520,5,1,AI,623245,2
5802,R01AI087533,1,1,AI,569670,2
5803,R01AI087625,12,1,AI,642780,2
5837,R01AI087630,1,1,AI,375000,2
5839,R01AI087634,1,1,AI,427275,2
5840,R01AI087668,2,1,AI,354577,2
5842,R01AI087669,13,1,AI,359800,2
5855,R01AI087678,1,1,AI,357100,2
5856,R01AI087747,6,1,AI,380000,2
5862,R01AI087764,6,1,AI,368750,2
5868,R01AI087785,4,1,AI,358224,2
5872,R01AI087798,2,1,AI,396571,2
5874,R01AI087830,13,1,AI,368813,2
5888,R01AI087846,1,1,AI,390375,2
5889,R01AI087879,2,1,AI,487500,2
5891,R01AI087903,5,1,AI,392500,2
5903,R01AI087946,12,1,AI,377625,2
5915,R01AI088009,3,1,AI,600674,2
5918,R01AI088027,3,1,AI,415000,2
5921,R01AI088116,2,1,AI,631044,2
5923,R01AI088229,1,1,AI,379800,2
5924,R01AI088255,4,1,AI,358240,2
5929,R01AI088364,2,1,AI,422500,2
5931,R01AI088377,7,1,AI,366769,2
5939,R01AI088729,2,1,AI,576345,2
5941,R01AI088748,20,1,AI,663948,2
5978,R01AI088750,6,1,AI,760622,2
5984,R01AI088770,4,1,AI,698083,2
5988,R01AI089246,2,1,AI,447503,2
5990,R01AI089292,1,1,AI,621571,2
5991,R01AI089323,3,1,AI,571220,2
5997,R01AI089341,1,1,AI,443292,2
5998,R01AI089441,10,1,AI,1051325,2
6008,R01AI089450,1,1,AI,466907,2
6009,R01AI089498,1,1,AI,535157,2
6010,R01AI089519,1,1,AI,683858,2
6011,R01AI089539,9,1,AI,419125,2
6021,R01AI089634,10,1,AI,941991,2
6031,R01AI089728,16,1,AI,377500,2
6047,R01AI089819,8,1,AI,342120,2
6059,R01AI089824,2,1,AI,420003,2
6061,R01AI089826,1,1,AI,602418,2
6062,R01AI089830,7,1,AI,410000,2
6069,R01AI089844,1,1,AI,391795,2
6070,R01AI089882,2,1,AI,380250,2
6072,R01AI089894,1,1,AI,405798,2
6073,R01AI089896,3,1,AI,494669,2
6076,R01AI089955,3,1,AI,428344,2
6079,R01AI089970,5,1,AI,507000,2
6085,R01AI089999,14,1,AI,375000,2
6099,R01AI090062,16,1,AI,342609,2
6115,R01AI090077,1,1,AI,370101,2
6116,R01AI090113,5,1,AI,378838,2
6121,R01AI090118,6,1,AI,177675,2
6127,R01AI090159,1,1,AI,514913,2
6128,R01AI090280,2,1,AI,341754,2
6130,R01AI090698,1,1,AI,441280,2
6131,R01AI090732,1,1,AI,781164,2
6132,R01AI090742,2,1,AI,380367,2
6135,R01AI090745,1,1,AI,366000,2
6136,R01AI090782,3,1,AI,875000,2
6139,R01AI090795,3,1,AI,752904,2
6144,R01AI090802,5,1,AI,874998,2
6149,R01AI090810,2,1,AI,1034057,2
6151,R01AI090815,1,1,AI,915942,2
6152,R01AI090820,1,1,AI,389754,2
6153,R01AI090831,3,1,AI,1007150,2
6156,R01AI090866,2,1,AI,645639,2
6158,R01AI090928,2,1,AI,664613,2
6160,R01AI091422,3,1,AI,393364,2
6163,R01AI091450,1,1,AI,549055,2
6164,R01AI091481,3,1,AI,410000,2
6167,R01AI091493,4,1,AI,763750,2
6171,R01AI092839,3,1,AI,299632,2
6174,R01AI092843,1,1,AI,476480,2
6175,R01AR055907,1,1,AR,326433,2
6176,R01AR056260,8,1,AR,624980,2
6186,R01AR056347,1,1,AR,267260,2
6187,R01AR056439,1,1,AR,347654,2
6188,R01AR056630,2,1,AR,567659,2
6190,R01AR056635,2,1,AR,417005,2
6192,R01AR056642,2,1,AR,334931,2
6194,R01AR056649,2,1,AR,312863,2
6196,R01AR056657,2,1,AR,350581,2
6201,R01AR056658,7,1,AR,313323,2
6208,R01AR056660,1,1,AR,344173,2
6209,R01AR056664,4,1,AR,400500,2
6213,R01AR056670,1,1,AR,283500,2
6214,R01AR056679,1,1,AR,326250,2
6215,R01AR056704,2,1,AR,351319,2
6217,R01AR056973,10,1,AR,1399048,2
6228,R01AR056981,1,1,AR,296100,2
6229,R01AR057022,1,1,AR,344813,2
6231,R01AR057025,1,1,AR,315900,2
6232,R01AR057076,1,1,AR,309825,2
6233,R01AR057084,1,1,AR,373500,2
6234,R01AR057139,1,1,AR,529250,2
6241,R01AR057343,4,1,AR,403284,2
6246,R01AR057346,1,1,AR,675317,2
6247,R01AR057348,1,1,AR,559327,2
6248,R01AR057352,2,1,AR,381375,2
6251,R01AR057374,1,1,AR,390915,2
6254,R01AR057382,1,1,AR,389970,2
6255,R01AR057393,3,1,AR,347625,2
6258,R01AR057643,4,1,AR,345713,2
6262,R01AR057744,5,1,AR,395215,2
6267,R01AR057746,1,1,AR,353250,2
6268,R01AR057781,3,1,AR,351360,2
6271,R01AR057802,1,1,AR,673509,2
6272,R01AR057819,2,1,AR,554154,2
6274,R01AR057837,20,1,AR,387473,2
6296,R01AR057886,1,1,AR,213014,2
6297,R01AR058004,1,1,AR,711652,2
6298,R01AR058005,3,1,AR,338238,2
6301,R01AR059103,2,1,AR,364500,2
6303,R01AR059106,3,1,AR,371714,2
6306,R01AR059114,1,1,AR,277727,2
6307,R01AR059122,1,1,AR,345375,2
6308,R01AR059126,1,1,AR,154316,2
6310,R01AR059130,17,1,AR,332379,2
6330,R01AR059143,7,1,AR,378301,2
6339,R01AR059179,1,1,AR,303750,2
6340,R01AR059247,1,1,AR,302778,2
6341,R01AR059334,4,1,AR,347625,2
6345,R01AR059356,1,1,AR,407153,2
6346,R01AR059410,3,1,AR,332100,2
6349,R01AR059679,1,1,AR,294863,2
6350,R01AR059685,3,1,AR,361918,2
6353,R01AR059688,2,1,AR,347625,2
6355,R01AR059697,10,1,AR,333143,2
6365,R01AR059742,2,1,AR,334125,2
6367,R01AR059916,7,1,AR,297570,2
6374,R01AR060037,4,1,AR,362250,2
6379,R01AR060042,6,1,AR,325800,2
6385,R01AR060361,8,1,AR,341587,2
6393,R01AR060366,6,1,AR,366750,2
6400,R01AR060456,1,1,AR,395814,2
6401,R01AR060492,1,1,AR,656202,2
6402,R01AR060574,2,1,AR,203200,2
6405,R01AR060652,11,1,AR,343125,2
6416,R01AR061297,2,1,AR,324000,2
6418,R01AT004106,1,1,AT,381250,2
6421,R01AT005076,10,1,AT,332000,2
6431,R01AT005280,20,1,AT,716419,2
6451,R01AT005436,1,1,AT,670745,2
6452,R01AT005521,1,1,AT,589965,2
6453,R01AT005809,1,1,AT,421677,2
6454,R01AT005873,1,1,AT,593668,2
6455,R01AT005883,3,1,AT,323827,2
6458,R01AT006464,1,1,AT,453608,2
6459,R01CA122596,1,1,CA,311096,2
6460,R01CA123223,1,1,CA,339536,2
6465,R01CA124820,2,1,CA,318513,2
6468,R01CA125244,3,1,CA,721946,2
6474,R01CA125269,2,1,CA,328888,2
6478,R01CA128903,5,1,CA,304313,2
6483,R01CA129379,2,1,CA,547355,2
6485,R01CA129826,3,1,CA,309756,2
6488,R01CA131075,1,1,CA,305320,2
6489,R01CA132834,4,1,CA,376802,2
6493,R01CA132962,3,1,CA,325038,2
6496,R01CA133154,1,1,CA,166000,2
6497,R01CA133171,1,1,CA,278258,2
6498,R01CA133253,7,1,CA,500950,2
6505,R01CA133257,1,1,CA,308138,2
6506,R01CA133264,4,1,CA,964919,2
6511,R01CA133503,3,1,CA,306063,2
6534,R01CA134604,1,1,CA,320588,2
6537,R01CA134620,1,1,CA,566482,2
6540,R01CA134674,3,1,CA,576213,2
6546,R01CA134688,3,1,CA,308668,2
6553,R01CA134737,10,1,CA,429520,2
6567,R01CA135341,7,1,CA,313948,2
6574,R01CA136367,4,1,CA,296776,2
6578,R01CA136387,1,1,CA,460336,2
6579,R01CA136493,5,1,CA,300875,2
6584,R01CA136495,1,1,CA,244650,2
6586,R01CA136533,5,1,CA,323700,2
6591,R01CA136534,13,1,CA,319563,2
6604,R01CA136567,4,1,CA,686752,2
6608,R01CA136597,1,1,CA,285728,2
6609,R01CA136665,11,1,CA,335818,2
6620,R01CA136716,1,1,CA,321625,2
6621,R01CA136717,4,1,CA,381311,2
6625,R01CA136729,1,1,CA,311250,2
6626,R01CA136743,6,1,CA,634270,2
6632,R01CA136762,4,1,CA,309335,2
6637,R01CA136783,3,1,CA,383840,2
6640,R01CA136787,1,1,CA,327850,2
6646,R01CA136841,4,1,CA,543040,2
6650,R01CA136924,9,1,CA,659462,2
6661,R01CA137078,11,1,CA,302079,2
6673,R01CA137181,7,1,CA,328888,2
6681,R01CA137260,2,1,CA,314363,2
6683,R01CA137494,8,1,CA,160501,2
6691,R01CA137625,3,1,CA,646855,2
6694,R01CA138165,1,1,CA,346681,2
6698,R01CA138421,6,1,CA,325775,2
6704,R01CA138437,2,1,CA,329036,2
6706,R01CA138441,9,1,CA,283860,2
6715,R01CA138444,3,1,CA,331362,2
6726,R01CA138488,2,1,CA,299800,2
6728,R01CA138517,6,1,CA,136794,2
6734,R01CA138528,4,1,CA,309557,2
6738,R01CA138533,1,1,CA,329466,2
6739,R01CA138540,1,1,CA,310213,2
6746,R01CA138580,1,1,CA,458063,2
6747,R01CA138586,4,1,CA,369350,2
6751,R01CA138599,15,1,CA,373101,2
6772,R01CA138636,2,1,CA,582447,2
6774,R01CA138640,2,1,CA,327050,2
6776,R01CA138641,9,1,CA,318513,2
6785,R01CA138642,20,1,CA,549290,2
6806,R01CA138653,3,1,CA,312208,2
6809,R01CA138671,4,1,CA,319550,2
6830,R01CA138723,9,1,CA,413920,2
6856,R01CA138791,7,1,CA,369322,2
6863,R01CA138798,2,1,CA,321868,2
6865,R01CA138800,1,1,CA,913742,2
6866,R01CA138818,5,1,CA,438845,2
6871,R01CA138833,2,1,CA,165070,2
6873,R01CA138835,1,1,CA,330616,2
6875,R01CA138836,4,1,CA,627215,2
6896,R01CA138894,2,1,CA,592579,2
6899,R01CA138922,4,1,CA,346204,2
6915,R01CA138930,7,1,CA,306063,2
6936,R01CA139107,8,1,CA,262280,2
6944,R01CA139120,2,1,CA,361923,2
6949,R01CA139389,1,1,CA,313533,2
6954,R01CA140188,1,1,CA,364644,2
6956,R01CA140215,3,1,CA,314363,2
6959,R01CA140220,1,1,CA,315400,2
6960,R01CA140257,3,1,CA,626447,2
6963,R01CA140285,5,1,CA,325479,2
6968,R01CA140286,3,1,CA,630556,2
6971,R01CA140316,4,1,CA,316888,2
7012,R01CA140335,1,1,CA,458946,2
7013,R01CA140338,1,1,CA,324774,2
7014,R01CA140341,6,1,CA,303988,2
7020,R01CA140394,2,1,CA,312288,2
7022,R01CA140409,5,1,CA,358801,2
7028,R01CA140424,1,1,CA,307100,2
7029,R01CA140449,18,1,CA,295480,2
7050,R01CA140481,2,1,CA,519313,2
7052,R01CA140485,7,1,CA,343413,2
7065,R01CA140492,2,1,CA,338324,2
7074,R01CA140538,1,1,CA,231645,2
7076,R01CA140554,7,1,CA,245232,2
7087,R01CA140575,5,1,CA,355690,2
7094,R01CA140605,5,1,CA,308138,2
7099,R01CA140617,11,1,CA,497070,2
7110,R01CA140632,3,1,CA,213587,2
7116,R01CA140652,9,1,CA,351505,2
7127,R01CA140654,2,1,CA,313751,2
7129,R01CA140732,2,1,CA,311626,2
7131,R01CA140772,20,1,CA,723266,2
7151,R01CA140806,1,1,CA,320588,2
7152,R01CA140963,6,1,CA,310877,2
7158,R01CA140988,5,1,CA,308138,2
7166,R01CA141047,9,1,CA,307276,2
7175,R01CA141057,3,1,CA,279565,2
7178,R01CA141062,18,1,CA,329079,2
7196,R01CA141144,2,1,CA,339621,2
7200,R01CA141298,14,1,CA,640710,2
7214,R01CA141438,1,1,CA,311873,2
7215,R01CA141479,3,1,CA,686683,2
7218,R01CA141596,1,1,CA,644064,2
7219,R01CA141628,1,1,CA,654393,2
7220,R01CA141703,1,1,CA,321410,2
7221,R01CA142081,1,1,CA,2191541,2
7223,R01CA142422,2,1,CA,344948,2
7248,R01CA142604,1,1,CA,314363,2
7249,R01CA142608,1,1,CA,292970,2
7250,R01CA142636,2,1,CA,280644,2
7252,R01CA142637,7,1,CA,273589,2
7259,R01CA142649,2,1,CA,200000,2
7263,R01CA142691,4,1,CA,291362,2
7267,R01CA142695,2,1,CA,260263,2
7269,R01CA142697,2,1,CA,267216,2
7271,R01CA142698,11,1,CA,360358,2
7283,R01CA142714,2,1,CA,618519,2
7313,R01CA142736,3,1,CA,329906,2
7324,R01CA142744,1,1,CA,497059,2
7325,R01CA142746,20,1,CA,327850,2
7359,R01CA142774,3,1,CA,346387,2
7377,R01CA142779,4,1,CA,510450,2
7381,R01CA142787,2,1,CA,360618,2
7383,R01CA142794,1,1,CA,305763,2
7393,R01CA142832,2,1,CA,377561,2
7398,R01CA142833,2,1,CA,304917,2
7400,R01CA142838,1,1,CA,302024,2
7401,R01CA142840,3,1,CA,423750,2
7407,R01CA142855,3,1,CA,327850,2
7410,R01CA142861,6,1,CA,316438,2
7416,R01CA142862,4,1,CA,243190,2
7420,R01CA142873,1,1,CA,320588,2
7430,R01CA142934,4,1,CA,655686,2
7434,R01CA142969,1,1,CA,327850,2
7435,R01CA142983,9,1,CA,629585,2
7449,R01CA143077,2,1,CA,295065,2
7451,R01CA143081,1,1,CA,321625,2
7466,R01CA143126,8,1,CA,321625,2
7475,R01CA143128,5,1,CA,272655,2
7480,R01CA143130,4,1,CA,774808,2
7488,R01CA143190,9,1,CA,644917,2
7497,R01CA143193,2,1,CA,317475,2
7499,R01CA143204,7,1,CA,334695,2
7506,R01CA143237,1,1,CA,1036787,2
7508,R01CA143288,3,1,CA,313408,2
7511,R01CA143299,1,1,CA,340300,2
7512,R01CA143379,2,1,CA,153821,2
7514,R01CA143420,10,1,CA,286661,2
7529,R01CA143777,5,1,CA,186738,2
7534,R01CA143812,2,1,CA,343632,2
7539,R01CA143971,1,1,CA,402559,2
7558,R01CA144053,1,1,CA,327850,2
7559,R01CA144248,1,1,CA,303988,2
7560,R01CA147795,1,1,CA,331481,2
7561,R01CA148633,9,1,CA,285244,2
7570,R01CA148671,2,1,CA,297040,2
7574,R01CA148673,4,1,CA,355904,2
7578,R01CA148699,20,1,CA,557223,2
7603,R01CA148759,15,1,CA,365245,2
7622,R01CA148768,14,1,CA,331481,2
7653,R01CA148817,1,1,CA,629853,2
7654,R01CA148828,1,1,CA,320588,2
7655,R01CA148853,7,1,CA,315400,2
7663,R01CA148966,1,1,CA,832203,2
7670,R01CA149045,14,1,CA,663470,2
7684,R01CA149105,5,1,CA,600767,2
7689,R01CA149222,4,1,CA,373655,2
7693,R01CA149253,5,1,CA,234465,2
7698,R01CA149258,4,1,CA,332942,2
7706,R01CA149274,1,1,CA,275210,2
7707,R01CA149285,7,1,CA,326553,2
7714,R01CA149321,2,1,CA,327850,2
7718,R01CA149324,1,1,CA,557000,2
7719,R01CA149359,2,1,CA,438437,2
7721,R01CA149379,4,1,CA,296866,2
7729,R01CA149385,3,1,CA,325775,2
7732,R01CA149405,1,1,CA,161850,2
7733,R01CA149442,4,1,CA,333474,2
7737,R01CA149456,1,1,CA,433933,2
7738,R01CA149462,1,1,CA,1888628,2
7739,R01CA149501,3,1,CA,131140,2
7742,R01CA149516,3,1,CA,308138,2
7745,R01CA149616,3,1,CA,249690,2
7748,R01CA149623,5,1,CA,385791,2
7753,R01CA149633,1,1,CA,438064,2
7754,R01CA149643,4,1,CA,633708,2
7758,R01CA149655,20,1,CA,350675,2
7799,R01CA149705,8,1,CA,532368,2
7807,R01CA149707,5,1,CA,396118,2
7812,R01CA149740,3,1,CA,356018,2
7815,R01CA149833,1,1,CA,328888,2
7816,R01CA150105,1,1,CA,307100,2
7817,R01CA150197,1,1,CA,317475,2
7818,R01CA150229,2,1,CA,295065,2
7842,R01CA150355,1,1,CA,176526,2
7843,R01CA150547,4,1,CA,315746,2
7847,R01CA150925,5,1,CA,249977,2
7852,R01CA150975,2,1,CA,359577,2
7854,R01CA151251,5,1,CA,711208,2
7859,R01CA151325,2,1,CA,340300,2
7861,R01CA151326,6,1,CA,269037,2
7868,R01CA151354,9,1,CA,311250,2
7877,R01CA151372,1,1,CA,504508,2
7878,R01CA151384,2,1,CA,632873,2
7880,R01CA151391,1,1,CA,350957,2
7881,R01CA151393,5,1,CA,534116,2
7887,R01CA151445,1,1,CA,556057,2
7888,R01CA151522,1,1,CA,260620,2
7890,R01CA151557,2,1,CA,310541,2
7894,R01CA151574,1,1,CA,394043,2
7895,R01CA151632,4,1,CA,310835,2
7899,R01CA151633,3,1,CA,411104,2
7903,R01CA151706,1,1,CA,329990,2
7904,R01CA151736,2,0,CA,491421,2
7906,R01CA151842,5,1,CA,327718,2
7911,R01CA151898,1,1,CA,354445,2
7912,R01CA151933,1,1,CA,2285062,2
7913,R01CA151955,14,1,CA,319550,2
7928,R01CA151993,14,1,CA,546335,2
7942,R01CA152005,2,1,CA,305025,2
7944,R01CA152071,1,1,CA,697412,2
7951,R01CA152105,13,1,CA,312288,2
7969,R01CA152158,6,1,CA,223808,2
7975,R01CA152194,6,1,CA,319550,2
7981,R01CA152197,1,1,CA,339391,2
7982,R01CA152212,4,1,CA,224873,2
7986,R01CA152301,3,1,CA,151882,2
7989,R01CA152309,20,1,CA,327850,2
8012,R01CA152371,2,1,CA,325775,2
8019,R01CA152810,5,1,CA,308201,2
8025,R01CA152975,1,1,CA,464707,2
8026,R01CA153073,2,1,CA,230269,2
8028,R01CA153124,1,1,CA,315234,2
8029,R01CA153233,3,1,CA,267260,2
8032,R01CA153348,1,1,CA,446593,2
8033,R01CA154172,2,1,CA,322101,2
8035,R01CA154252,1,1,CA,390087,2
8036,R01CA154256,5,1,CA,381207,2
8044,R01CA154320,10,1,CA,328888,2
8054,R01CA154358,9,1,CA,316438,2
8069,R01CA156695,7,1,CA,635042,2
8076,R01CA157014,2,1,CA,607116,2
8078,R01CA157277,3,1,CA,568249,2
8081,R01CA159932,5,1,CA,638731,2
8086,R01CE001837,1,1,CE,299732,2
8087,R01CE001867,3,1,CE,399964,2
8090,R01DA023935,1,1,DA,367361,2
8091,R01DA024606,6,1,DA,552319,2
8097,R01DA025051,2,1,DA,437953,2
8102,R01DA025096,2,1,DA,225870,2
8104,R01DA025109,2,1,DA,337907,2
8107,R01DA025612,18,1,DA,286520,2
8126,R01DA025613,8,1,DA,343535,2
8134,R01DA026127,1,1,DA,239278,2
8135,R01DA026312,1,1,DA,665280,2
8136,R01DA026424,1,1,DA,337960,2
8137,R01DA026437,9,1,DA,815666,2
8160,R01DA026797,1,1,DA,578909,2
8161,R01DA026837,2,1,DA,520790,2
8163,R01DA026854,7,1,DA,310609,2
8170,R01DA026867,3,1,DA,288750,2
8173,R01DA026996,1,1,DA,304000,2
8174,R01DA027100,2,1,DA,709668,2
8176,R01DA027226,1,1,DA,346810,2
8177,R01DA027232,10,1,DA,354775,2
8187,R01DA027460,3,1,DA,641556,2
8193,R01DA027599,2,1,DA,381960,2
8195,R01DA027650,1,1,DA,657719,2
8196,R01DA027663,2,1,DA,238500,2
8198,R01DA027680,20,1,DA,496943,2
8236,R01DA027688,7,1,DA,237000,2
8243,R01DA027689,5,1,DA,583128,2
8249,R01DA027920,1,1,DA,612064,2
8250,R01DA027981,5,1,DA,292898,2
8255,R01DA028188,2,1,DA,670954,2
8257,R01DA028532,20,1,DA,408687,2
8277,R01DA028648,20,1,DA,445524,2
8297,R01DA028692,9,1,DA,664441,2
8314,R01DA028766,2,1,DA,469565,2
8316,R01DA028775,1,1,DA,665385,2
8317,R01DA029008,7,1,DA,608748,2
8327,R01DA029053,1,1,DA,328559,2
8328,R01DA029092,3,1,DA,355069,2
8331,R01DA029149,1,1,DA,324000,2
8332,R01DA029150,6,1,DA,375300,2
8338,R01DA029254,6,1,DA,278438,2
8344,R01DA029258,5,1,DA,284890,2
8349,R01DA029316,2,1,DA,481044,2
8351,R01DA029330,1,1,DA,372375,2
8352,R01DA029513,10,1,DA,696513,2
8364,R01DA029567,1,1,DA,633937,2
8365,R01DA029639,1,1,DA,425466,2
8366,R01DA029741,1,1,DA,451457,2
8367,R01DA029889,3,1,DA,346300,2
8370,R01DA029894,1,1,DA,443834,2
8371,R01DA029899,1,1,DA,486772,2
8372,R01DA029910,1,1,DA,452071,2
8373,R01DA030005,13,1,DA,555467,2
8386,R01DA030053,1,1,DA,836482,2
8387,R01DA030114,1,1,DA,565439,2
8388,R01DA030143,1,1,DA,371686,2
8389,R01DA030150,5,1,DA,378849,2
8394,R01DA030161,3,1,DA,281024,2
8397,R01DA030216,1,1,DA,467313,2
8399,R01DA030234,4,1,DA,300512,2
8403,R01DA030241,9,1,DA,750566,2
8414,R01DA030253,1,1,DA,739299,2
8415,R01DA030300,1,1,DA,288714,2
8416,R01DA030320,1,1,DA,359212,2
8417,R01DA030321,9,1,DA,450000,2
8430,R01DA030338,1,1,DA,385000,2
8431,R01DA030380,4,1,DA,259200,2
8435,R01DA030466,15,1,DA,211068,2
8450,R01DA030487,2,1,DA,234000,2
8452,R01DA030747,3,1,DA,791350,2
8455,R01DA030750,3,1,DA,297069,2
8460,R01DA030762,1,1,DA,780884,2
8461,R01DA030771,1,1,DA,738672,2
8462,R01DA030776,1,1,DA,599282,2
8463,R01DA030778,7,1,DA,704163,2
8470,R01DA030793,2,1,DA,1540949,2
8472,R01DA030913,5,1,DA,315000,2
8477,R01DA030962,1,1,DA,655614,2
8478,R01DA030976,5,1,DA,3311492,2
8484,R01DA030989,2,1,DA,360403,2
8486,R01DA031000,1,1,DA,1061000,2
8487,R01DA031017,1,1,DA,948825,2
8488,R01DA031022,1,1,DA,870800,2
8489,R01DA031064,1,1,DA,380417,2
8490,R01DA031579,12,1,DA,599808,2
8502,R01DA031580,4,1,DA,452009,2
8508,R01DC009404,7,1,DC,298641,2
8515,R01DC009453,3,1,DC,750723,2
8518,R01DC009613,1,1,DC,294453,2
8519,R01DC009640,3,1,DC,376294,2
8524,R01DC009645,19,1,DC,733588,2
8545,R01DC009837,1,1,DC,379625,2
8546,R01DC009972,2,1,DC,760630,2
8548,R01DC009991,2,1,DC,352750,2
8553,R01DC010012,1,1,DC,349034,2
8554,R01DC010145,3,1,DC,379906,2
8557,R01DC010154,6,1,DC,388645,2
8563,R01DC010183,1,1,DC,258633,2
8569,R01DC010366,1,1,DC,518624,2
8570,R01DC010367,1,1,DC,347110,2
8571,R01DC010397,2,1,DC,386538,2
8573,R01DC010399,4,1,DC,377597,2
8577,R01DC010433,17,1,DC,325125,2
8594,R01DC010494,2,1,DC,535514,2
8596,R01DC010783,1,1,DC,392365,2
8597,R01DC010791,1,1,DC,439125,2
8598,R01DC010805,13,1,DC,379912,2
8613,R01DC010844,1,1,DC,385000,2
8615,R01DC010884,3,1,DC,323000,2
8618,R01DC011020,6,1,DC,262141,2
8624,R01DC011034,1,1,DC,327250,2
8625,R01DC011041,2,1,DC,525602,2
8627,R01DC011091,1,1,DC,322458,2
8628,R01DC011099,1,1,DC,364438,2
8629,R01DC011104,4,1,DC,377258,2
8634,R01DC011269,2,1,DC,325598,2
8636,R01DC011277,3,1,DC,369655,2
8639,R01DC011422,5,1,DC,390141,2
8644,R01DC011497,1,1,DC,451551,2
8645,R01DE017921,3,1,DE,353875,2
8648,R01DE017989,3,1,DE,364450,2
8651,R01DE019434,8,1,DE,382992,2
8659,R01DE019637,2,1,DE,259605,2
8661,R01DE019638,8,1,DE,347431,2
8669,R01DE019666,14,1,DE,354675,2
8683,R01DE019727,1,1,DE,378750,2
8684,R01DE019796,3,1,DE,457397,2
8687,R01DE019826,4,1,DE,372500,2
8691,R01DE019972,2,1,DE,381250,2
8693,R01DE020111,1,1,DE,680718,2
8694,R01DE020835,6,1,DE,360000,2
8700,R01DE020843,19,1,DE,378620,2
8733,R01DE020884,4,1,DE,375457,2
8737,R01DE020895,1,1,DE,580104,2
8738,R01DE020939,1,1,DE,375000,2
8739,R01DE021071,1,1,DE,736759,2
8740,R01DE021109,1,1,DE,487500,2
8741,R01DE021206,4,1,DE,302000,2
8745,R01DE021255,9,1,DE,364800,2
8754,R01DE021385,3,1,DE,215935,2
8757,R01DE021394,1,1,DE,384373,2
8758,R01DE021395,7,1,DE,652003,2
8765,R01DE021462,2,1,DE,375000,2
8767,R01DE021553,1,1,DE,431352,2
8768,R01DE021574,2,1,DE,793530,2
8776,R01DE021578,2,1,DE,677780,2
8778,R01DK067145,2,1,DK,380000,2
8780,R01DK075861,1,1,DK,595987,2
8781,R01DK077906,1,1,DK,626827,2
8782,R01DK077966,2,1,DK,371209,2
8785,R01DK079954,3,1,DK,372000,2
8788,R01DK079977,5,1,DK,364149,2
8793,R01DK079996,1,1,DK,245325,2
8794,R01DK080736,10,1,DK,420801,2
8804,R01DK080747,7,1,DK,377500,2
8811,R01DK080863,3,1,DK,390000,2
8814,R01DK081147,6,1,DK,386528,2
8820,R01DK081536,3,1,DK,387500,2
8824,R01DK081563,2,1,DK,333000,2
8826,R01DK081690,2,1,DK,252000,2
8828,R01DK081714,2,1,DK,760952,2
8830,R01DK081756,15,1,DK,321115,2
8845,R01DK082394,1,1,DK,553173,2
8846,R01DK082415,3,1,DK,310616,2
8849,R01DK082427,4,1,DK,436178,2
8853,R01DK082435,2,1,DK,285105,2
8855,R01DK082448,2,1,DK,367875,2
8858,R01DK082516,3,1,DK,367204,2
8861,R01DK082542,12,1,DK,730315,2
8874,R01DK082583,1,1,DK,392500,2
8875,R01DK082712,1,1,DK,423750,2
8876,R01DK082718,6,1,DK,378541,2
8882,R01DK082803,2,1,DK,635669,2
8884,R01DK082805,3,1,DK,385000,2
8887,R01DK082889,9,1,DK,426232,2
8900,R01DK083243,15,1,DK,337500,2
8915,R01DK083293,1,1,DK,391250,2
8916,R01DK083297,10,1,DK,750201,2
8926,R01DK083299,1,1,DK,373563,2
8927,R01DK083310,3,1,DK,444000,2
8930,R01DK083319,1,1,DK,334950,2
8931,R01DK083330,3,1,DK,336038,2
8934,R01DK083347,1,1,DK,769615,2
8935,R01DK083379,2,1,DK,6040,2
8937,R01DK083380,1,1,DK,363490,2
8938,R01DK083385,1,1,DK,344438,2
8939,R01DK083389,7,1,DK,328796,2
8946,R01DK083406,2,1,DK,515322,2
8948,R01DK083447,1,1,DK,719327,2
8949,R01DK083567,4,1,DK,377997,2
8953,R01DK083583,1,1,DK,392962,2
8954,R01DK083609,5,1,DK,399125,2
8959,R01DK083929,6,1,DK,405285,2
8965,R01DK083931,4,1,DK,728670,2
8969,R01DK083961,9,1,DK,766685,2
8979,R01DK083968,1,1,DK,383125,2
