,GRID,Pub_count,renewed,ADMINISTERING_IC,TOTAL_COST,GR_Total_year
12313,R01HL098839,4,1,HL,356246,2
12321,R01HL098935,6,0,HL,359009,2
12327,R01HL098945,1,1,HL,380000,2
12350,R01HL098967,10,1,HL,567532,2
12360,R01HL099073,3,1,HL,637776,2
12363,R01HL101161,3,1,HL,1046175,2
12366,R01HL101186,2,1,HL,660977,2
12369,R01HL101189,1,1,HL,780976,2
12371,R01HL101190,6,1,HL,422500,2
12377,R01HL101196,14,1,HL,331535,2
12391,R01HL101200,4,1,HL,795224,2
12395,R01HL101217,17,1,HL,580977,2
12412,R01HL101235,7,1,HL,700977,2
12419,R01HL101240,1,1,HL,660977,2
12420,R01HL101274,2,1,HL,748717,2
12423,R01HL101930,4,1,HL,433260,2
12427,R01HL101959,2,1,HL,421756,2
12429,R01HL101972,20,1,HL,373971,2
12452,R01HL101975,1,1,HL,450938,2
12453,R01HL102016,1,1,HL,697011,2
12454,R01HL102022,1,1,HL,422500,2
12455,R01HL102035,2,1,HL,375160,2
12457,R01HL102042,1,1,HL,387500,2
12458,R01HL102119,1,1,HL,462490,2
12459,R01HL102138,2,1,HL,569660,2
12461,R01HL102175,4,1,HL,420000,2
12465,R01HL102190,2,1,HL,370000,2
12467,R01HL102214,7,1,HL,493621,2
12479,R01HL102278,1,1,HL,1584230,2
12481,R01HL102314,9,1,HL,366250,2
12504,R01HL102361,2,1,HL,447000,2
12506,R01HL102368,1,1,HL,430821,2
12507,R01HL102371,2,1,HL,377902,2
12509,R01HL102387,5,1,HL,387500,2
12514,R01HL102442,2,1,HL,312400,2
12516,R01HL102449,4,1,HL,422500,2
12520,R01HL102450,11,1,HL,680140,2
12531,R01HL102457,8,1,HL,568704,2
12539,R01HL102464,1,1,HL,381250,2
12542,R01HL102482,3,1,HL,776713,2
12545,R01HL102758,1,1,HL,375000,2
12547,R01HL102836,1,1,HL,646830,2
12548,R01HL103415,1,1,HL,577731,2
12549,R01HL103419,6,1,HL,771947,2
12555,R01HL103532,1,1,HL,434583,2
12556,R01HL103553,1,1,HL,406560,2
12557,R01HL103635,5,1,HL,618944,2
12562,R01HL103643,2,1,HL,392500,2
12564,R01HL103728,8,1,HL,385000,2
12572,R01HL103737,5,1,HL,673972,2
12577,R01HL103812,3,1,HL,353590,2
12581,R01HL103820,2,1,HL,816753,2
12583,R01HL103825,1,1,HL,849493,2
12584,R01HL103866,15,1,HL,734749,2
12614,R01HL103931,20,1,HL,779624,2
12640,R01HL103933,3,1,HL,374550,2
12643,R01HL103940,10,1,HL,370000,2
12653,R01HL103942,6,1,HL,371250,2
12659,R01HL103946,3,1,HL,660798,2
12662,R01HL103965,12,1,HL,809735,2
12681,R01HL103999,4,1,HL,633401,2
12686,R01HL104030,1,1,HL,352820,2
12687,R01HL104032,2,1,HL,435055,2
12689,R01HL104040,11,1,HL,387708,2
12700,R01HL104126,1,1,HL,373900,2
12701,R01HL104127,2,1,HL,245892,2
12704,R01HL104129,19,1,HL,346000,2
12724,R01HL104135,1,1,HL,992004,2
12725,R01HL104147,4,1,HL,728709,2
12729,R01HL104156,17,1,HL,509003,2
12748,R01HL104173,7,1,HL,410176,2
12755,R01HL104213,2,1,HL,356076,2
12757,R01HL104284,1,1,HL,633425,2
12758,R01HL104326,5,1,HL,348484,2
12764,R01HL104580,6,1,HL,527117,2
12770,R01HL104607,1,1,HL,728148,2
12771,R01HL105157,1,1,HL,370000,2
12772,R01HL105170,11,1,HL,419340,2
12783,R01HL105176,1,1,HL,381100,2
12784,R01HL105206,4,1,HL,962769,2
12788,R01HL105215,2,1,HL,984314,2
12790,R01HL105241,1,1,HL,896070,2
12791,R01HL105280,3,1,HL,376050,2
12808,R01HL105296,2,1,HL,404466,2
12810,R01HL105297,1,1,HL,406197,2
12811,R01HL105301,1,1,HL,415750,2
12812,R01HL105314,7,1,HL,388500,2
12820,R01HL105318,1,1,HL,380000,2
12821,R01HL106786,5,1,HL,800674,2
12826,R01HL106790,2,1,HL,790087,2
12831,R01HL106798,1,1,HL,752076,2
12832,R01HL106804,7,1,HL,675044,2
12839,R01HL106815,8,1,HL,388044,2
12849,R01HL108229,4,1,HL,393458,2
12853,R01LM009812,1,1,LM,386876,2
12854,R01LM010033,2,1,LM,430000,2
12856,R01LM010090,2,1,LM,775112,2
12858,R01LM010142,4,1,LM,419506,2
12862,R01LM010212,1,1,LM,282250,2
12863,R01LM010235,1,1,LM,176932,2
12865,R01LM010679,3,1,LM,445000,2
12868,R01LM010681,13,1,LM,387500,2
12882,R01LM010811,1,1,LM,370693,2
12883,R01LM010812,14,1,LM,429375,2
12897,R01LM010815,20,1,LM,481683,2
12917,R01LM010817,2,1,LM,576558,2
12919,R01LM010828,3,1,LM,388125,2
12922,R01LM010834,1,1,LM,381250,2
12923,R01MD005824,5,1,MD,355000,2
12931,R01MD005879,1,1,MD,425277,2
12932,R01MD005894,3,1,MD,340650,2
12935,R01MD006064,5,1,MD,363730,2
12943,R01MD006073,3,1,MD,376563,2
12946,R01MD006086,2,1,MD,465710,2
12948,R01MD006104,1,1,MD,301459,2
12949,R01MH077697,1,1,MH,647100,2
12950,R01MH080241,1,1,MH,337500,2
12953,R01MH081941,1,1,MH,609018,2
12954,R01MH082820,2,1,MH,265595,2
12958,R01MH082833,1,1,MH,387500,2
12959,R01MH082871,1,1,MH,264415,2
12960,R01MH082935,1,1,MH,278686,2
12961,R01MH083665,3,1,MH,549365,2
12967,R01MH083707,1,1,MH,564924,2
13005,R01MH083747,1,1,MH,391103,2
13006,R01MH083784,1,1,MH,563093,2
13008,R01MH083928,1,1,MH,343905,2
13009,R01MH084831,1,1,MH,593741,2
13010,R01MH084880,1,1,MH,486250,2
13011,R01MH084886,12,1,MH,159352,2
13023,R01MH084895,9,1,MH,344250,2
13034,R01MH084904,1,1,MH,556802,2
13035,R01MH084940,1,1,MH,455194,2
13036,R01MH084947,1,1,MH,363241,2
13037,R01MH085018,2,1,MH,685475,2
13039,R01MH085021,3,1,MH,289943,2
13042,R01MH085054,1,1,MH,234750,2
13048,R01MH085074,3,1,MH,338625,2
13051,R01MH085259,9,1,MH,346462,2
13071,R01MH085635,20,1,MH,285438,2
13091,R01MH085639,3,1,MH,568058,2
13094,R01MH085641,1,1,MH,700648,2
13095,R01MH085642,4,1,MH,330245,2
13099,R01MH085646,20,1,MH,535619,2
13137,R01MH085651,2,1,MH,340875,2
13139,R01MH085717,2,1,MH,348750,2
13141,R01MH085734,9,1,MH,501244,2
13150,R01MH085744,2,1,MH,242550,2
13152,R01MH085772,1,1,MH,275124,2
13153,R01MH085783,1,1,MH,422500,2
13154,R01MH085793,10,1,MH,584673,2
13164,R01MH085798,4,1,MH,376649,2
13170,R01MH085802,1,1,MH,420000,2
13171,R01MH085823,1,1,MH,410000,2
13172,R01MH085828,1,1,MH,389619,2
13173,R01MH085953,4,1,MH,339174,2
13177,R01MH085969,1,1,MH,754693,2
13178,R01MH086032,1,1,MH,367236,2
13179,R01MH086135,5,1,MH,312800,2
13184,R01MH086356,2,1,MH,666122,2
13187,R01MH086492,1,1,MH,335001,2
13188,R01MH086498,1,1,MH,354165,2
13189,R01MH086509,2,1,MH,401477,2
13191,R01MH086517,2,1,MH,654756,2
13194,R01MH086523,1,1,MH,436703,2
13195,R01MH086525,3,1,MH,563771,2
13198,R01MH086530,5,1,MH,411852,2
13203,R01MH086545,4,1,MH,392425,2
13207,R01MH086629,5,1,MH,365510,2
13213,R01MH086638,2,1,MH,430604,2
13215,R01MH086654,2,1,MH,583601,2
13218,R01MH086758,1,1,MH,489637,2
13219,R01MH086881,1,1,MH,716137,2
13221,R01MH087328,3,1,MH,810786,2
13224,R01MH087332,1,1,MH,453625,2
13225,R01MH087339,5,1,MH,479617,2
13230,R01MH087463,2,1,MH,409648,2
13232,R01MH087481,1,1,MH,637911,2
13233,R01MH087488,3,1,MH,385111,2
13236,R01MH087499,5,1,MH,547472,2
13241,R01MH087554,6,1,MH,413750,2
13248,R01MH087563,3,1,MH,640247,2
13251,R01MH087581,1,1,MH,391000,2
13252,R01MH087583,5,1,MH,359756,2
13259,R01MH087590,7,1,MH,402954,2
13266,R01MH087604,5,1,MH,443387,2
13283,R01MH087623,6,1,MH,347556,2
13289,R01MH087631,6,1,MH,405219,2
13295,R01MH087646,1,1,MH,433876,2
13296,R01MH087657,2,1,MH,222664,2
13298,R01MH087814,1,1,MH,627644,2
13299,R01MH087979,1,1,MH,366469,2
13300,R01MH087989,5,1,MH,824172,2
13305,R01MH087992,2,1,MH,1135298,2
13308,R01MH089722,1,1,MH,661176,2
13309,R01MH089811,2,1,MH,699274,2
13311,R01MH089831,3,1,MH,700802,2
13314,R01MH090072,3,1,MH,679013,2
13317,R01MH090127,1,1,MH,371250,2
13319,R01MH090134,4,1,MH,661396,2
13323,R01MH090192,2,1,MH,387385,2
13325,R01MH090250,3,1,MH,327972,2
13328,R01MH090258,1,1,MH,476250,2
13329,R01MH090301,3,1,MH,674320,2
13332,R01MH090326,3,1,MH,586018,2
13335,R01MH090553,1,1,MH,815159,2
13336,R01MH090786,5,1,MH,653212,2
13342,R01MH090910,2,1,MH,585533,2
13344,R01MH090936,1,1,MH,325189,2
13345,R01MH090937,1,1,MH,321012,2
13348,R01MH090941,3,1,MH,332535,2
13351,R01MH090948,7,1,MH,303834,2
13358,R01MH091042,1,1,MH,267063,2
13359,R01MH091113,4,1,MH,380000,2
13363,R01MH091115,3,1,MH,698168,2
13366,R01MH091186,11,1,MH,386250,2
13377,R01MH091350,4,1,MH,722021,2
13383,R01MH091352,3,1,MH,431604,2
13386,R01MH091363,4,1,MH,595733,2
13392,R01MH091407,1,1,MH,453875,2
13393,R01MH091424,2,1,MH,375000,2
13395,R01MH091427,1,1,MH,403217,2
13396,R01MH091448,5,1,MH,490263,2
13402,R01MH091452,4,1,MH,600184,2
13406,R01MH091645,1,1,MH,446204,2
13407,R01MH091661,2,1,MH,295298,2
13409,R01MH091684,1,1,MH,324897,2
13410,R01MH091801,7,1,MH,452819,2
13417,R01MH091816,1,1,MH,388500,2
13418,R01MH091844,5,1,MH,413853,2
13424,R01MH091848,6,1,MH,377140,2
13430,R01MH091850,1,1,MH,513988,2
13431,R01MH091861,9,1,MH,337904,2
13440,R01MH091864,18,1,MH,269500,2
13458,R01MH091875,1,1,MH,466959,2
13459,R01MH092118,1,1,MH,667833,2
13460,R01MH092225,1,1,MH,566532,2
13461,R01MH092238,1,1,MH,377403,2
13462,R01MH092256,2,1,MH,376250,2
13464,R01MH092377,1,1,MH,729169,2
13465,R01MH092673,5,1,MH,549636,2
13470,R01MH092862,16,1,MH,704302,2
13487,R01MH092902,1,1,MH,379839,2
13488,R01MH092927,2,1,MH,340839,2
13490,R01MH092928,9,1,MH,348000,2
13499,R01MH092931,7,1,MH,442853,2
13510,R01MH092953,4,1,MH,413750,2
13514,R01MH094090,3,1,MH,695488,2
13517,R01NR010388,3,1,NR,385000,2
13520,R01NR011323,2,1,NR,509022,2
13522,R01NR011472,19,1,NR,548273,2
13541,R01NR011990,9,1,NR,512562,2
13550,R01NR012012,4,1,NR,474741,2
13554,R01NR012021,1,1,NR,387500,2
13555,R01NR012150,1,1,NR,353198,2
13556,R01NR012479,5,1,NR,385000,2
13561,R01NR012642,1,1,NR,533182,2
13562,R01NR012657,20,1,NR,380000,2
13582,R01NR012667,4,1,NR,612303,2
13591,R01NR012686,1,1,NR,712271,2
13592,R01NR012736,1,1,NR,305605,2
13593,R01NR012885,2,1,NR,571639,2
13596,R01NR012899,4,1,NR,537912,2
13600,R01NS049117,7,1,NS,334688,2
13612,R01NS059947,1,1,NS,332500,2
13616,R01NS060706,1,1,NS,332500,2
13617,R01NS061848,1,1,NS,900949,2
13618,R01NS062051,1,1,NS,333594,2
13619,R01NS062092,4,1,NS,415550,2
13630,R01NS062703,6,1,NS,296625,2
13636,R01NS062784,7,1,NS,384125,2
13643,R01NS063228,1,1,NS,329000,2
13644,R01NS064034,2,1,NS,304417,2
13646,R01NS064077,13,1,NS,371952,2
13662,R01NS064193,1,1,NS,277739,2
13663,R01NS064224,1,1,NS,321563,2
13664,R01NS064247,1,1,NS,292359,2
13665,R01NS064270,3,1,NS,306000,2
13668,R01NS064517,2,1,NS,358895,2
13670,R01NS064583,9,1,NS,370781,2
13680,R01NS064901,1,1,NS,501157,2
13681,R01NS064934,6,1,NS,320469,2
13687,R01NS064945,2,1,NS,334688,2
13689,R01NS064963,2,1,NS,362031,2
13691,R01NS064989,1,1,NS,332500,2
13692,R01NS065046,2,1,NS,343705,2
13694,R01NS065049,3,1,NS,357380,2
13699,R01NS065051,6,1,NS,335176,2
13705,R01NS065052,4,1,NS,321152,2
13712,R01NS065067,1,1,NS,318054,2
13713,R01NS065114,3,1,NS,327731,2
13716,R01NS065186,2,1,NS,332430,2
13718,R01NS065195,1,1,NS,360388,2
13719,R01NS065201,1,1,NS,315667,2
13725,R01NS065338,1,1,NS,290200,2
13726,R01NS065395,10,1,NS,294175,2
13736,R01NS065482,1,1,NS,162710,2
13738,R01NS065783,4,1,NS,346024,2
13742,R01NS065829,1,1,NS,344969,2
13743,R01NS065838,12,1,NS,360273,2
13755,R01NS065842,8,1,NS,317217,2
13763,R01NS065847,3,1,NS,359570,2
13766,R01NS065856,8,1,NS,320250,2
13774,R01NS065860,3,1,NS,271250,2
13778,R01NS065926,14,1,NS,327225,2
13795,R01NS065957,6,1,NS,422803,2
13803,R01NS065992,1,1,NS,305156,2
13804,R01NS066019,8,1,NS,555926,2
13824,R01NS066041,6,1,NS,320469,2
13830,R01NS066072,4,1,NS,671481,2
13834,R01NS066205,1,1,NS,392726,2
13835,R01NS066801,6,1,NS,353563,2
13842,R01NS066927,13,1,NS,358842,2
13855,R01NS066955,5,1,NS,351549,2
13861,R01NS066958,2,1,NS,329734,2
13864,R01NS066973,2,1,NS,441577,2
13867,R01NS066982,7,1,NS,327477,2
13874,R01NS067015,2,1,NS,389484,2
13876,R01NS067092,1,1,NS,337392,2
13877,R01NS067206,7,1,NS,359844,2
13891,R01NS067289,8,1,NS,541896,2
13899,R01NS067469,2,1,NS,559758,2
13903,R01NS069220,3,1,NS,611367,2
13906,R01NS069454,1,1,NS,268006,2
13907,R01NS069601,7,1,NS,343874,2
13915,R01NS069605,3,1,NS,540000,2
13921,R01NS069629,3,1,NS,359844,2
13924,R01NS069660,3,1,NS,309094,2
13927,R01NS069669,1,1,NS,332500,2
13928,R01NS069688,1,1,NS,341250,2
13929,R01NS069695,1,1,NS,365751,2
13932,R01NS069714,1,1,NS,297763,2
13933,R01NS069719,2,1,NS,632335,2
13935,R01NS069726,10,1,NS,311787,2
13945,R01NS069753,1,1,NS,345494,2
13946,R01NS069759,2,1,NS,336875,2
13948,R01NS069777,2,1,NS,299883,2
13950,R01NS069779,5,1,NS,337969,2
13955,R01NS069844,2,1,NS,322001,2
13957,R01NS069847,1,1,NS,370141,2
13958,R01NS069848,1,1,NS,272936,2
13959,R01NS069915,1,1,NS,450635,2
13960,R01NS069936,17,1,NS,323750,2
13977,R01NS069964,3,1,NS,345625,2
13980,R01NS070009,1,1,NS,246203,2
13981,R01NS070022,6,1,NS,273445,2
13987,R01NS070024,13,1,NS,497381,2
14000,R01NS070159,2,1,NS,303625,2
14002,R01NS070190,1,1,NS,324844,2
14003,R01NS070267,4,1,NS,328125,2
14007,R01NS070289,7,1,NS,379575,2
14014,R01NS070307,4,1,NS,547070,2
14018,R01NS070644,6,1,NS,322444,2
14024,R01NS070834,3,1,NS,507128,2
14030,R01NS070839,1,1,NS,401797,2
14031,R01NS070899,15,1,NS,304281,2
14049,R01NS070906,9,1,NS,384119,2
14058,R01NS070909,6,1,NS,358750,2
14064,R01NS070918,2,1,NS,298375,2
14066,R01NS070962,1,1,NS,310625,2
14067,R01NS071067,6,1,NS,357060,2
14073,R01NS071076,1,1,NS,336875,2
14074,R01NS071112,6,1,NS,333206,2
14080,R01NS071153,2,1,NS,342344,2
14082,R01NS071251,1,1,NS,389375,2
14083,R01NS071263,1,1,NS,347813,2
14084,R01NS071463,7,1,NS,653354,2
14091,R01NS071481,1,1,NS,336875,2
14092,R01NS071513,3,1,NS,289240,2
14095,R01NS071518,2,1,NS,337258,2
14098,R01NS071580,2,1,NS,309000,2
14100,R01NS071785,2,1,NS,387703,2
14102,R01NS071835,1,1,NS,332500,2
14103,R01NS071951,1,1,NS,312664,2
14104,R01NS071952,1,1,NS,324921,2
14105,R01NS072005,3,1,NS,397500,2
14108,R01NS072167,5,1,NS,317793,2
14113,R01NS072171,6,1,NS,323526,2
14119,R01NS072238,7,1,NS,363125,2
14126,R01NS072308,1,1,NS,555442,2
14127,R01NS072337,5,1,NS,499068,2
14134,R01NS072381,2,1,NS,744629,2
14137,R01NS072427,10,1,NS,346719,2
14147,R01NS072441,2,1,NS,416957,2
14149,R01NS072467,4,1,NS,339063,2
14153,R01NS072630,1,1,NS,323663,2
14154,R01NS072804,1,1,NS,315944,2
14155,R01NS072890,1,1,NS,366740,2
14156,R01NS073112,5,1,NS,321260,2
14163,R01NS073115,4,1,NS,353619,2
14167,R01NS073118,7,1,NS,360296,2
14174,R01NS073119,6,1,NS,318627,2
14180,R01NS073121,5,1,NS,422500,2
14185,R01NS073124,1,1,NS,671425,2
14186,R01NS073125,4,1,NS,766743,2
14193,R01NS073498,4,1,NS,476659,2
14197,R01NS073502,1,1,NS,369688,2
14199,R01OH008986,1,1,OH,312268,2
14201,R01OH009468,1,1,OH,446623,2
14202,R01OH009644,4,1,OH,498010,2
14206,R01OH009697,2,1,OH,374762,2
14208,R01OH009712,4,1,OH,616768,2
14212,R01OH009801,1,1,OH,511000,2
14213,R01OH009803,2,1,OH,309722,2
14216,R01RR026064,2,1,RR,296793,2
14218,R01RR026273,2,1,RR,361532,2
14220,R01RR026275,5,1,RR,355867,2
14225,R01TW008398,1,1,TW,54000,2
14226,R01TW008699,6,1,TW,54000,2
14232,R03AA018735,10,1,AA,82316,2
14242,R03AA018771,1,1,AA,83579,2
14243,R03AA020101,3,1,AA,75291,2
14246,R03AA020129,1,1,AA,69411,2
14247,R03AA020146,1,1,AA,39000,2
14248,R03AA020169,3,1,AA,40500,2
14253,R03AA020186,1,1,AA,38500,2
14254,R03AA020193,1,1,AA,38500,2
14255,R03AA020195,3,1,AA,38375,2
14258,R03AG031980,3,1,AG,70062,2
14261,R03AG035098,1,1,AG,63915,2
14262,R03AG037051,9,1,AG,67855,2
14271,R03AI081171,3,1,AI,74000,2
14274,R03AI081701,3,1,AI,73250,2
14277,R03AI083062,1,1,AI,77500,2
14279,R03AI085248,2,1,AI,76500,2
14282,R03AI085467,1,1,AI,79300,2
14283,R03AI090231,7,1,AI,76250,2
14301,R03AI090499,1,1,AI,73250,2
14302,R03AI095084,2,1,AI,99611,2
14309,R03AR059264,5,1,AR,70858,2
14314,R03AR059907,1,1,AR,76500,2
14315,R03CA141318,1,1,CA,84750,2
14316,R03CA143947,2,1,CA,77250,2
14320,R03CA150007,7,1,CA,80000,2
14327,R03CA150037,2,1,CA,77250,2
14331,R03CA150038,2,1,CA,88000,2
14334,R03CA150040,1,1,CA,76750,2
14336,R03CA150070,8,1,CA,73500,2
14344,R03CA150077,1,1,CA,84601,2
14346,R03CA153078,1,1,CA,111864,2
14347,R03CA153083,1,1,CA,94439,2
14349,R03CA153116,1,1,CA,88000,2
14350,R03CA153959,8,1,CA,81339,2
14358,R03CA153982,1,1,CA,78251,2
14359,R03CA154056,1,1,CA,88500,2
14360,R03DA027052,1,1,DA,70750,2
14366,R03DA029448,5,1,DA,153125,2
14372,R03DA029506,1,1,DA,155000,2
14379,R03DA030552,2,1,DA,38250,2
14381,R03DA030556,5,1,DA,38000,2
14386,R03DA030559,4,1,DA,37200,2
14390,R03DA031090,4,1,DA,36925,2
14394,R03DC009490,1,1,DC,164000,2
14396,R03DC010262,1,1,DC,147708,2
14397,R03DC010451,1,1,DC,154000,2
14400,R03DC010880,5,1,DC,74000,2
14407,R03DC010895,1,1,DC,132802,2
14408,R03DC011143,2,1,DC,144405,2
14410,R03DC011144,2,1,DC,137487,2
14412,R03DC011158,5,1,DC,154000,2
14417,R03DE019178,1,1,DE,127698,2
14418,R03DE019499,2,1,DE,115500,2
14420,R03DE019554,2,1,DE,73250,2
14422,R03DE019805,3,1,DE,160169,2
14425,R03DE019880,1,1,DE,79250,2
14426,R03DE020114,4,1,DE,155550,2
14430,R03DE020119,1,1,DE,109875,2
14431,R03DE020185,1,1,DE,76250,2
14432,R03DE021082,2,1,DE,108790,2
14434,R03DE021114,3,1,DE,115500,2
14437,R03DK085445,2,1,DK,89000,2
14440,R03DK088013,6,1,DK,77550,2
14446,R03DK088014,1,1,DK,79500,2
14447,R03DK089010,6,1,DK,76625,2
14453,R03DK089126,1,1,DK,74000,2
14470,R03DK089146,5,1,DK,85875,2
14475,R03DK089150,2,1,DK,77250,2
14477,R03DK089151,2,1,DK,79250,2
14479,R03DK089304,1,1,DK,77500,2
14480,R03EB008790,10,1,EB,72409,2
14490,R03EB009488,1,1,EB,78000,2
14491,R03EB012210,1,1,EB,78500,2
14492,R03ES017755,8,1,ES,65277,2
14508,R03ES018888,1,1,ES,73250,2
14509,R03ES018962,5,1,ES,69305,2
14514,R03ES018963,4,1,ES,77500,2
14521,R03HD054612,1,1,HD,76250,2
14522,R03HD058587,2,1,HD,88364,2
14524,R03HD058613,2,1,HD,79000,2
14526,R03HD058734,1,1,HD,73250,2
14527,R03HD059798,1,1,HD,75750,2
14530,R03HD060672,1,1,HD,97250,2
14531,R03HD060696,2,1,HD,86027,2
14535,R03HD060756,1,1,HD,72250,2
14536,R03HD060782,1,1,HD,76883,2
14537,R03HD061509,2,1,HD,84202,2
14539,R03HD061637,1,0,HD,76500,2
14543,R03HD062691,1,1,HD,80150,2
14544,R03HD062722,1,1,HD,75173,2
14546,R03HD064628,1,1,HD,80000,2
14548,R03HD064697,1,0,HD,73250,2
14549,R03HD064749,1,1,HD,73750,2
14550,R03HD064908,1,1,HD,78416,2
14551,R03HD065926,1,0,HD,63000,2
14552,R03HD065931,1,1,HD,69750,2
14553,R03HD065999,1,1,HD,77891,2
14554,R03HD066005,2,1,HD,84500,2
14558,R03HD066012,1,1,HD,74250,2
14560,R03HD066018,2,1,HD,80000,2
14562,R03HD066066,5,1,HD,72250,2
14567,R03HD066097,1,1,HD,72250,2
14571,R03HG005732,2,1,HG,81750,2
14573,R03HG005908,1,1,HG,80500,2
14574,R03MH085154,1,1,MH,72300,2
14575,R03MH086743,1,1,MH,84000,2
14576,R03MH087794,1,1,MH,76096,2
14578,R03MH090791,1,1,MH,39240,2
14579,R03MH090846,1,1,MH,25000,2
14580,R03NR011493,1,1,NR,76250,2
14581,R03NS067417,2,1,NS,76750,2
14583,R03NS069943,1,1,NS,68725,2
14584,R03NS070141,1,1,NS,78000,2
14585,R03NS072668,2,1,NS,70673,2
14587,R03TW008019,2,1,TW,33062,2
14589,R03TW008217,3,1,TW,61067,2
14592,R03TW008237,2,1,TW,64600,2
14594,R03TW008413,3,1,TW,63020,2
14597,R03TW008588,2,1,TW,43200,2
14599,R03TW008696,2,1,TW,68000,2
14601,R03TW008726,1,1,TW,60500,2
14602,R13AI088836,1,0,AI,3000,2
14603,R13CA150561,1,1,CA,20000,2
14604,R13CA153904,1,0,CA,18000,2
14605,R13DA029391,1,1,DA,21997,2
14606,R13DK088452,2,0,DK,18000,2
14608,R13DK089764,1,1,DK,5000,2
14609,R13HL103078,1,0,HL,10000,2
14610,R13HL103080,1,0,HL,20000,2
14611,R13HL105073,3,0,HL,15000,2
14620,R13MH090623,3,0,MH,19353,2
14677,R15CA115464,2,0,CA,101085,2
14683,R15CA147871,1,0,CA,130757,2
14700,R15CA152972,1,0,CA,371250,2
14725,R15ES019742,3,0,ES,27776,2
14818,R15HL098931,2,0,HL,113737,2
14864,R18DK083248,1,1,DK,484792,2
14865,R18DK083946,5,1,DK,502322,2
14870,R18HL095481,2,1,HL,685156,2
14874,R21AA016618,3,1,AA,245360,2
14877,R21AA018174,2,1,AA,190375,2
14879,R21AA018175,3,1,AA,190375,2
14882,R21AA018185,11,1,AA,246479,2
14895,R21AA018273,1,1,AA,242629,2
14897,R21AA018395,3,1,AA,244000,2
14903,R21AA018732,2,1,AA,194482,2
14905,R21AA019492,1,1,AA,223375,2
14907,R21AA019709,2,1,AA,202500,2
14911,R21AA020104,9,1,AA,204000,2
14920,R21AA020180,2,1,AA,182949,2
14922,R21AA020199,1,1,AA,219750,2
14923,R21AG032382,3,1,AG,191011,2
14926,R21AG033215,1,1,AG,154063,2
14927,R21AG033284,1,1,AG,181641,2
14928,R21AG033769,2,1,AG,177172,2
14931,R21AG034227,1,1,AG,144710,2
14932,R21AG034264,1,1,AG,158464,2
14933,R21AG034385,3,1,AG,163500,2
14936,R21AG034409,3,1,AG,220575,2
14939,R21AG034523,4,1,AG,246000,2
14943,R21AG034870,2,1,AG,131200,2
14945,R21AG035233,1,1,AG,131713,2
14946,R21AG036875,2,1,AG,189338,2
14948,R21AG036963,1,1,AG,188190,2
14949,R21AI078096,1,1,AI,185625,2
14950,R21AI081541,8,1,AI,148500,2
14958,R21AI082141,1,1,AI,190000,2
14959,R21AI082680,1,1,AI,207723,2
14960,R21AI083396,5,1,AI,230250,2
14965,R21AI084090,2,1,AI,225439,2
14967,R21AI084633,1,1,AI,253500,2
14968,R21AI085206,1,1,AI,217887,2
14969,R21AI085250,2,1,AI,247500,2
14972,R21AI085306,3,1,AI,211875,2
14975,R21AI085318,1,1,AI,200000,2
14976,R21AI085332,4,1,AI,224525,2
14980,R21AI085376,2,1,AI,185500,2
14982,R21AI085393,1,1,AI,179403,2
14983,R21AI085406,1,1,AI,205000,2
14984,R21AI085414,2,1,AI,178374,2
14987,R21AI085543,2,1,AI,226304,2
14989,R21AI085566,1,1,AI,284448,2
14991,R21AI086701,3,1,AI,269500,2
14994,R21AI087104,3,1,AI,186688,2
14997,R21AI087107,16,1,AI,267000,2
15013,R21AI087149,1,1,AI,191666,2
15014,R21AI087185,3,1,AI,243625,2
15017,R21AI087467,3,1,AI,248250,2
15020,R21AI087564,3,1,AI,207500,2
15023,R21AI087666,2,1,AI,214271,2
15025,R21AI087869,3,1,AI,232000,2
15028,R21AI087888,3,1,AI,183750,2
15031,R21AI087899,1,1,AI,234727,2
15032,R21AI087973,7,1,AI,211250,2
15039,R21AI088038,2,1,AI,185625,2
15041,R21AI088059,1,1,AI,227126,2
15042,R21AI088094,1,1,AI,250697,2
15043,R21AI088123,2,1,AI,230250,2
15045,R21AI088177,2,1,AI,252000,2
15047,R21AI088266,1,1,AI,215911,2
15048,R21AI088286,1,1,AI,241690,2
15049,R21AI088298,4,1,AI,186925,2
15053,R21AI088311,7,1,AI,236400,2
15060,R21AI088337,1,1,AI,228000,2
15061,R21AI088363,4,1,AI,211800,2
15065,R21AI088376,1,1,AI,209375,2
15066,R21AI088418,4,1,AI,210089,2
15070,R21AI088424,2,1,AI,229500,2
15072,R21AI088430,1,1,AI,183125,2
15076,R21AI088480,2,1,AI,250013,2
15078,R21AI088490,1,1,AI,193125,2
15080,R21AI088498,1,1,AI,183125,2
15082,R21AI088511,2,1,AI,229500,2
15084,R21AI088551,2,1,AI,234994,2
15086,R21AI088589,1,1,AI,224750,2
15087,R21AI088609,12,1,AI,294000,2
15102,R21AI088792,1,1,AI,186316,2
15103,R21AI089330,2,1,AI,207500,2
15105,R21AI089346,2,1,AI,210625,2
15107,R21AI089362,1,1,AI,191250,2
15108,R21AI089373,1,1,AI,294750,2
15109,R21AI089963,3,1,AI,135000,2
15112,R21AI090150,1,1,AI,192500,2
15113,R21AI090188,6,1,AI,164000,2
15119,R21AI090190,1,1,AI,230250,2
